timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-21T22:34:12,legislative_analyzer_74af95be_8dfc_4561_b8a0_6f4e26,cc705e59-4b6d-42de-abb2-4dd1437d1699,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.41796570000588,3.0663344755990494e-05,2.285245427030497e-06,1.9874189940000002,0.0,10.0,7.130229393859706e-06,0.0,3.5849280833321647e-05,4.2979510227181356e-05,0.0,India,IND,andhra pradesh,,,Windows-11-10.0.22621-SP0,3.12.10,3.2.5,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,1,1 x NVIDIA GeForce MX230,83.2036,17.6774,7.772785186767578,machine,0.0,0,93.0909090909091,7.236502560702237,N,1.0,0.0
