timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-21T18:55:57,legislative_analyzer_bharatiya_nyaya_sanhita_2023,4bff6161-be8b-4fa4-9c73-4db4a7c2d9be,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.995191399997566,3.5923750721895254e-05,2.395684707425681e-06,2.5117568192142863,0.0,10.0,1.0112317674299188e-05,0.0,4.0240480555540776e-05,5.035279822983996e-05,0.0,India,IND,andhra pradesh,,,Windows-11-10.0.22621-SP0,3.13.7,3.2.5,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,1,1 x NVIDIA GeForce MX230,83.2036,17.6774,7.772785186767578,machine,7.6923076923076925,0,91.3153846153846,7.094565758338342,N,1.0,0.0
