timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-21T22:21:22,legislative_analyzer_357aaf58_642b_4ec0_be8d_86593a,164a71d8-242b-4304-965a-e71581df807b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.552794600007473,2.557499952363363e-05,2.2137500413637653e-06,1.6853241268500003,0.0,10.0,5.17312801493313e-06,0.0,3.0674264444476446e-05,3.584739245940958e-05,0.0,India,IND,andhra pradesh,,,Windows-11-10.0.22621-SP0,3.12.10,3.2.5,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,1,1 x NVIDIA GeForce MX230,83.2036,17.6774,7.772785186767578,machine,0.0,0,92.88888888888889,7.219786749945746,N,1.0,0.0
