timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-21T23:01:13,legislative_analyzer_770cf666_0cca_49c4_842c_0acdeb,797cbdd5-5997-4308-9d5a-dcf089645014,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.18484410000383,5.576328445189025e-05,2.762631416701389e-06,3.4804701312,0.0,10.0,2.4941475635129292e-05,0.0,5.321955583333167e-05,7.816103146846096e-05,0.0,India,IND,andhra pradesh,,,Windows-11-10.0.22621-SP0,3.12.10,3.2.5,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,1,1 x NVIDIA GeForce MX230,83.2036,17.6774,7.772785186767578,machine,38.888888888888886,0,94.28333333333333,7.32849841647678,N,1.0,0.0
